date,city,variant,rna,rna_norm,flow,proportion,rna_norm_smooth,new_cases,cases_smooth
2021-08-07,Zürich (ZH),B.1.617.2 (Delta),1064906777881.231,25.309980636699997,310028.50644999987,0.9831219845064444,39.98981855054087,8.45873367091295,10.034965292371337
2021-08-08,Zürich (ZH),B.1.617.2 (Delta),1412080136242.1128,33.561361095724585,317109.62245,0.9842553126870284,43.001076342296244,6.961384188959661,10.839558983488086
2021-08-09,Zürich (ZH),B.1.617.2 (Delta),1913541700708.143,45.47975879053205,268790.5455500003,0.9844216923829,46.439451426498046,9.670989101910829,11.643583000696832
2021-08-10,Zürich (ZH),B.1.617.2 (Delta),3089956979159.393,73.43999769290852,217689.60463333369,0.9839335700116092,50.19245377218018,15.686449216560508,12.385479550430007
2021-08-11,Zürich (ZH),B.1.617.2 (Delta),2191792074990.0598,52.09302460074863,205275.61191666656,0.9833483240064728,54.3394846183779,9.855794972399151,13.120650920833455
2021-08-12,Zürich (ZH),B.1.617.2 (Delta),1932309819805.9954,45.925826691329,196262.44873333312,0.9832061820290714,58.364000005574276,19.446173477707006,13.904499400053018
2021-08-13,Zürich (ZH),B.1.617.2 (Delta),3008280894862.5093,71.49877602452118,188355.3446500003,0.9837958775213924,62.48537330687391,17.575252280254777,14.747388597952957
2021-08-14,Zürich (ZH),B.1.617.2 (Delta),3017900385992.3447,71.72740555274659,176576.80238333324,0.985083703090804,66.68586514001511,15.931734152866241,15.590977709538985
2021-08-15,Zürich (ZH),B.1.617.2 (Delta),2358577815235.9497,56.05707473525904,179896.12638333312,0.986773488698829,70.66384378844567,13.373011762208067,16.387612400669127
2021-08-16,Zürich (ZH),B.1.617.2 (Delta),3945190013316.7573,93.76659527308023,197375.9317333334,0.9884911574900536,74.11003680570094,13.857515915074309,17.089638337201418
2021-08-17,Zürich (ZH),B.1.617.2 (Delta),2962313004096.184,70.4062424343787,198018.4124999997,0.9900014770812264,77.017389812517,20.916402524416135,17.670931267218652
2021-08-18,Zürich (ZH),B.1.617.2 (Delta),4202416140420.6177,99.88017106344687,178620.38188333347,0.9912313230357208,79.63276478136446,14.751130401273885,18.17742100391107
2021-08-19,Zürich (ZH),B.1.617.2 (Delta),2508248503976.2666,59.614345956159724,171644.00931666666,0.9922057726896778,81.55831459890722,23.292895314225053,18.669534310797893
2021-08-20,Zürich (ZH),B.1.617.2 (Delta),4403284010134.961,104.65426209056983,166057.55801666668,0.9929715098386408,82.87246740632814,19.508601479830148,19.065256621450672
2021-08-21,Zürich (ZH),B.1.617.2 (Delta),3438445977650.652,81.72264739250548,153395.4518833334,0.9935419363431,83.94460301887077,18.936406853503183,19.395779676606654
2021-08-22,Zürich (ZH),B.1.617.2 (Delta),4615512716504.07,109.69836976301919,372850.4989999996,0.9939313518321868,84.46629086106543,21.647978853503183,19.75636513973315
2021-08-23,Zürich (ZH),B.1.617.2 (Delta),3985570362138.699,94.72632796331627,226244.82753333356,0.9941950556297504,84.38209020109075,19.03925971125265,20.08017373833808
2021-08-24,Zürich (ZH),B.1.617.2 (Delta),3592384513373.2812,85.381353900256,186708.4819333333,0.9944047288975864,84.80076559787122,26.003934492569,20.354290292750054
2021-08-25,Zürich (ZH),B.1.617.2 (Delta),3526389609874.223,83.81283188088696,166961.71618333374,0.994603824075172,85.20644040442109,14.45896243524416,20.565799623297696
2021-08-26,Zürich (ZH),B.1.617.2 (Delta),3083946707604.0933,73.29714964287676,163983.4086666666,0.994793373036095,85.02188716808863,23.754009955414013,20.84578066245624
