;sars_cov2_rna [gc/(d*100000 capita)];median_7d_sars_cov2_rna [gc/(d*100000 capita)];new_cases [1/(d*100000 capita)];median_7d_new_cases [1/(d*100000 capita)];quantification_flag [{Q: >LOQ,D: >LOD,N: <LOD}];flow [m^3/d]
2020-10-01;;;11.472886400410827;;;
2020-10-02;;;13.986495797649695;;;
2020-10-03;;;9.423126413603352;;;
2020-10-04;;;5.362109976071948;;;
2020-10-05;;;18.55768233020712;;;
2020-10-06;;;20.264371185844155;;;
2020-10-07;;;21.819869265623513;13.986495797649695;;
2020-10-08;;;23.502033970750666;18.55768233020712;;
2020-10-09;;;29.332806397488994;20.264371185844155;;
2020-10-10;;;24.824286612022462;21.819869265623513;;
2020-10-11;;;17.058895827753442;21.819869265623513;;
2020-10-12;;;40.28330236336551;23.502033970750666;;
2020-10-13;;;47.32036133793448;24.824286612022462;;
2020-10-14;;;50.11470949441199;29.332806397488994;;
2020-10-15;;;51.98062067729004;40.28330236336551;;
2020-10-16;;;66.49962781364896;47.32036133793448;;
2020-10-17;;;36.17785157081796;47.32036133793448;;
2020-10-18;;;25.79935295315547;47.32036133793448;;
2020-10-19;;;80.73163280290235;50.11470949441199;;
2020-10-20;;;98.55147533816913;51.98062067729004;;
2020-10-21;;;113.04596546037703;66.49962781364896;;
2020-10-22;;;137.6791948465041;80.73163280290235;;
2020-10-23;;;150.01127510176616;98.55147533816913;;
2020-10-24;;;76.68319554597352;98.55147533816913;;
2020-10-25;;;62.0861952980603;98.55147533816913;;
2020-10-26;;;202.08069892489777;113.04596546037703;;
2020-10-27;;;217.20902439288935;137.6791948465041;;
2020-10-28;;;191.6656001469771;150.01127510176616;;
2020-10-29;;;203.7822397010875;191.6656001469771;;
2020-10-30;;;176.30915233381512;191.6656001469771;;
2020-10-31;;;88.24275880700621;191.6656001469771;;138929.0
2020-11-01;;;59.166700717841564;191.6656001469771;;
2020-11-02;;;192.35216199357637;191.6656001469771;;
2020-11-03;;;215.15963695987568;191.6656001469771;;124562.0
2020-11-04;;;174.18402812044152;176.30915233381512;;
2020-11-05;;;163.17050750712195;174.18402812044152;;126020.0
2020-11-06;;;157.7673399952631;163.17050750712195;;
2020-11-07;;;76.79734679738186;163.17050750712195;;
2020-11-08;;;48.29777934174615;163.17050750712195;;131236.0
2020-11-09;;;164.28825748664698;163.17050750712195;;
2020-11-10;;;141.51767919144876;157.7673399952631;;125930.0
2020-11-11;;;114.81385901485487;141.51767919144876;;
2020-11-12;;;104.23754972320049;114.81385901485487;;123397.0
2020-11-13;;;93.4309142176014;104.23754972320049;;
2020-11-14;;;41.59229910065055;104.23754972320049;;
2020-11-15;;;31.347965208036815;104.23754972320049;;255411.0
2020-11-16;;;83.27321416159957;93.4309142176014;;
2020-11-17;;;62.841241128801975;83.27321416159957;;131320.0
2020-11-18;;;54.08999010782011;62.841241128801975;;
2020-11-19;;;54.83687422610128;54.83687422610128;;134531.0
2020-11-20;;;38.698371624119304;54.08999010782011;;
2020-11-21;;;23.821967868676833;54.08999010782011;;
2020-11-22;;;18.181923423592927;54.08999010782011;;116342.0
2020-11-23;;;44.94028828986367;44.94028828986367;;
2020-11-24;;;51.38511919313103;44.94028828986367;;123311.0
2020-11-25;;;32.186194746896106;38.698371624119304;;
2020-11-26;;;37.046936337215094;37.046936337215094;;123422.0
2020-11-27;;;33.94606838641701;33.94606838641701;;
2020-11-28;;;19.398686210491597;33.94606838641701;;
2020-11-29;;;10.26246205267713;33.94606838641701;;125849.0
2020-11-30;;;38.55299609979392;33.94606838641701;;
2020-12-01;;;33.617583410621755;33.617583410621755;;
