;sars_cov2_rna [gc/(d*100000 capita)];median_7d_sars_cov2_rna [gc/(d*100000 capita)];new_cases [1/(d*100000 capita)];median_7d_new_cases [1/(d*100000 capita)];quantification_flag [{Q: >LOQ,D: >LOD,N: <LOD}];flow [m^3/d]
2020-10-01;;;14.06916057537155;;;134097.0
2020-10-02;;;15.051168316348196;;;132582.0
2020-10-03;;;15.815112513800425;;;269379.0
2020-10-04;;;3.923218335456476;;;191744.0
2020-10-05;;;12.46590704670913;;;178771.0
2020-10-06;;;15.889834176220806;;;156324.0
2020-10-07;;;18.53645217409766;15.051168316348196;;194917.0
2020-10-08;;;25.884812326963907;15.815112513800425;;145808.0
2020-10-09;;;30.755863779193206;15.889834176220806;;131396.0
2020-10-10;;;20.997359496815285;18.53645217409766;;220637.0
2020-10-11;;;10.923200581740977;18.53645217409766;;193444.0
2020-10-12;;;22.7828489044586;20.997359496815285;;145852.0
2020-10-13;;;34.381720337579615;22.7828489044586;;137470.0
2020-10-14;;;44.15575748407643;25.884812326963907;;133326.0
2020-10-15;;;39.643322131634825;30.755863779193206;;131701.0
2020-10-16;;;48.74520337791932;34.381720337579615;;191874.0
2020-10-17;;;38.795190598726116;38.795190598726116;;162534.0
2020-10-18;;;13.389423874734607;38.795190598726116;;126678.0
2020-10-19;;;51.61842373673036;39.643322131634825;;134553.0
2020-10-20;;;57.184219040339705;44.15575748407643;;134055.0
2020-10-21;;;71.82671096390658;48.74520337791932;;134665.0
2020-10-22;;;63.2547536985138;51.61842373673036;;133631.0
2020-10-23;;;68.51787504458599;57.184219040339705;;331454.0
2020-10-24;;;81.96160421656052;63.2547536985138;;240721.0
2020-10-25;;;28.859140615711254;63.2547536985138;;163464.0
2020-10-26;;;72.22026739490445;68.51787504458599;;311388.0
2020-10-27;;;86.23804768152867;71.82671096390658;;231917.0
2020-10-28;;;105.18699219745223;72.22026739490445;;207136.0
2020-10-29;;;82.24222697027601;81.96160421656052;;296469.0
2020-10-30;;;73.01748636942675;81.96160421656052;;209255.0
2020-10-31;;;54.2668154522293;73.01748636942675;;147361.0
2020-11-01;;;25.175889437367303;73.01748636942675;;148710.0
2020-11-02;;;61.79034286624204;73.01748636942675;;143534.0
2020-11-03;;;77.07376624416136;73.01748636942675;;187455.0
2020-11-04;;;82.55078623354565;73.01748636942675;;200906.0
2020-11-05;;;66.17309017622081;66.17309017622081;;140717.0
2020-11-06;;;61.4960369893843;61.79034286624204;;139112.0
2020-11-07;;;40.411975757961784;61.79034286624204;;129520.0
2020-11-08;;;25.874289789808916;61.79034286624204;;126813.0
2020-11-09;;;53.44342108917198;61.4960369893843;;135516.24
2020-11-10;;;68.46705280042463;61.4960369893843;;136014.04
2020-11-11;;;57.52931926539278;57.52931926539278;;135038.89
2020-11-12;;;45.98852482802548;53.44342108917198;;131953.19
2020-11-13;;;53.7850914225053;53.44342108917198;;129971.09
2020-11-14;;;25.229497352441616;53.44342108917198;;123448.83
2020-11-15;;;19.18374916772824;53.44342108917198;;121422.14
2020-11-16;;;47.601870435244166;47.601870435244166;;212580.0
2020-11-17;;;59.43475638428875;47.601870435244166;;131276.0
2020-11-18;;;52.34867132271762;47.601870435244166;;128872.0
2020-11-19;;;40.975827859872616;47.601870435244166;;164085.0
2020-11-20;;;36.35198934607219;40.975827859872616;;139939.0
2020-11-21;;;32.569075881104034;40.975827859872616;;125471.0
2020-11-22;;;17.96189440764331;40.975827859872616;;122248.0
2020-11-23;;;48.578680384288745;40.975827859872616;;129952.0
2020-11-24;;;46.476223426751595;40.975827859872616;;128509.0
2020-11-25;;;49.997658014862;40.975827859872616;;128973.0
2020-11-26;;;42.992830955414014;42.992830955414014;;127479.0
2020-11-27;;;47.10847419320594;46.476223426751595;;126955.0
2020-11-28;;;31.251127539278134;46.476223426751595;;120759.0
2020-11-29;;;23.710838424628452;46.476223426751595;;118320.0
2020-11-30;;;58.36209993630573;46.476223426751595;;128666.0
2020-12-01;;;41.73429395541401;42.992830955414014;;211062.08
2020-12-02;;;55.33536957112526;42.992830955414014;;163989.25
2020-12-03;;;45.25683401910828;45.25683401910828;;140217.08
2020-12-04;;;50.70746028237792;45.25683401910828;;134416.57
2020-12-05;;;31.727159545647556;45.25683401910828;;191878.68
2020-12-06;;;27.341350817409765;45.25683401910828;;296618.15
2020-12-07;;;56.98339194904459;45.25683401910828;;328841.86
2020-12-08;;;55.189299290870494;50.70746028237792;;175614.22
2020-12-09;;;47.360918590233545;47.360918590233545;;231107.67
2020-12-10;;;56.74165166878981;50.70746028237792;;168509.27
2020-12-11;;;51.22937438641189;51.22937438641189;;153270.41
2020-12-12;;;29.32089098301486;51.22937438641189;;187292.57
2020-12-13;;;25.696981970276006;51.22937438641189;;251031.9
2020-12-14;;;54.283860915074314;51.22937438641189;;163860.48
2020-12-15;;;59.34846788110403;51.22937438641189;;154482.23
2020-12-16;;;61.333074273885344;54.283860915074314;;149718.41
2020-12-17;;;50.47349321443737;51.22937438641189;;145005.42
2020-12-18;;;55.755356498938426;54.283860915074314;;141472.08
2020-12-19;;;37.69569287261147;54.283860915074314;;131432.49
2020-12-20;;;30.23311834819533;54.283860915074314;;126050.9
2020-12-21;;;60.282564114649674;55.755356498938426;;179575.0
2020-12-22;;;54.789051949044584;54.789051949044584;;238507.0
2020-12-23;;;49.696155690021236;50.47349321443737;;168599.0
2020-12-24;;;41.3832068089172;49.696155690021236;;387974.0
2020-12-25;;;26.741071798301487;41.3832068089172;;244301.0
2020-12-26;;;27.22107697452229;41.3832068089172;;155489.0
2020-12-27;;;31.83379880467091;41.3832068089172;;145647.0
2020-12-28;;;49.2579808089172;41.3832068089172;;169302.0
2020-12-29;;;53.96762446496816;41.3832068089172;;147204.0
2020-12-30;;;53.89436493205944;41.3832068089172;;139397.0
2020-12-31;;;41.425231401273884;41.425231401273884;;147948.0
2021-01-01;;;25.310462169851377;41.425231401273884;;140777.0
2021-01-02;;;29.740960730360936;41.425231401273884;;128433.0
2021-01-03;;;31.160329216560513;41.425231401273884;;131733.0
2021-01-04;;;55.62899006581741;41.425231401273884;;138740.0
2021-01-05;;;43.459403868365186;41.425231401273884;;136513.0
2021-01-06;;;35.77609978131635;35.77609978131635;;147668.0
2021-01-07;;;29.704146825902335;31.160329216560513;;141866.0
2021-01-08;;;32.04305408280255;32.04305408280255;;136558.0
2021-01-09;;;19.80549019745223;32.04305408280255;;130374.0
2021-01-10;;;17.359725195329087;32.04305408280255;;128660.0
2021-01-11;;;34.000476318471335;32.04305408280255;;137151.0
2021-01-12;;;24.38918389596603;29.704146825902335;;183819.0
2021-01-13;;;22.043691530785562;24.38918389596603;;313753.0
2021-01-14;;;18.913102634819534;22.043691530785562;;420477.0
2021-01-15;;;20.756962154989385;20.756962154989385;;328383.0
2021-01-16;;;15.961023216560509;20.756962154989385;;247516.0
2021-01-17;;;11.853844012738854;20.756962154989385;;272591.0
2021-01-18;;;28.3145659193206;20.756962154989385;;279090.0
2021-01-19;;;18.398708874734606;18.913102634819534;;256202.0
2021-01-20;;;18.31973388747346;18.398708874734606;;233268.0
2021-01-21;;;22.61838977919321;18.398708874734606;;267256.0
2021-01-22;;;18.105156363057326;18.31973388747346;;375166.0
2021-01-23;;;12.007065817409767;18.31973388747346;;384429.0
2021-01-24;;;7.27576274522293;18.31973388747346;;322831.0
2021-01-25;;;21.412706269639067;18.31973388747346;;275177.0
2021-01-26;;;17.134281380042463;18.105156363057326;;212836.0
2021-01-27;;;22.148541995753714;18.105156363057326;;209651.0
2021-01-28;;;16.150728524416138;17.134281380042463;;362999.0
2021-01-29;;;17.042268702760087;17.042268702760087;;411785.0
2021-01-30;;;9.087151354564755;17.042268702760087;;399382.0
2021-01-31;;;5.947882777070063;17.042268702760087;;389097.0
2021-02-01;;;17.244368484076432;17.042268702760087;;417571.0
2021-02-02;;;16.331821828025475;16.331821828025475;;406184.0
2021-02-03;;;12.81516398938429;16.150728524416138;;418430.0
2021-02-04;;;14.120014878980891;14.120014878980891;;401654.0
2021-02-05;;;10.693369167728239;12.81516398938429;;342107.0
2021-02-06;;;7.73701016985138;12.81516398938429;;251773.0
2021-02-07;;;6.531727747346072;12.81516398938429;;243377.0
2021-02-08;;;14.46716902760085;12.81516398938429;;226280.0
2021-02-09;;;10.903806025477706;10.903806025477706;;238613.0
2021-02-10;;;14.539214658174096;10.903806025477706;;253389.0
2021-02-11;;;9.994151789808917;10.693369167728239;;204640.0
2021-02-12;;;10.664383855626328;10.664383855626328;;193217.0
2021-02-13;;;6.621209195329087;10.664383855626328;;182206.0
2021-02-14;;;6.709687598726115;10.664383855626328;;173474.0
2021-02-15;;;10.945830456475584;10.664383855626328;;182107.0
2021-02-16;;;9.950497864118896;9.994151789808917;;234625.0
2021-02-17;;;14.027643235668789;9.994151789808917;;198254.0
2021-02-18;;;12.199009225053079;10.664383855626328;;174647.0
2021-02-19;;;9.368667297239915;9.950497864118896;;166860.0
2021-02-20;;;8.62551483864119;9.950497864118896;;156930.0
2021-02-21;;;4.0227980849256895;9.950497864118896;;151010.0
2021-02-22;;;10.868274675159235;9.950497864118896;;156121.0
2021-02-23;;;11.121488932059448;10.868274675159235;;154081.0
2021-02-24;;;7.70518132059448;9.368667297239915;;153646.0
2021-02-25;;;9.21021751804671;9.21021751804671;;149634.0
2021-02-26;;;10.160462462845011;9.21021751804671;;148692.0
2021-02-27;;;4.487778866242038;9.21021751804671;;143831.0
2021-02-28;;;3.9729342802547776;9.21021751804671;;143777.0
2021-03-01;;;9.514144649681528;9.21021751804671;;150673.0
2021-03-02;;;10.414758800424629;9.21021751804671;;149057.0
2021-03-03;;;13.325822110403399;9.514144649681528;;147609.0
2021-03-04;;;9.830497411889597;9.830497411889597;;169169.0
2021-03-05;;;11.00313147133758;9.830497411889597;;157173.0
2021-03-06;;;5.920200861995753;9.830497411889597;;140991.0
2021-03-07;;;3.7420125371549897;9.830497411889597;;141672.0
2021-03-08;;;12.696078252653928;10.414758800424629;;145612.0
2021-03-09;;;11.93423931210191;11.00313147133758;;144349.0
